features,model,mean_f1,std_f1
concat_pca166,"MLP (512, 256) lr=0.0001 do=0.0 act=GELU",0.9818722366095943,0.012139739438309816
concat_raw,"MLP (1024, 2048) lr=0.01 do=0.5 act=ReLU",0.9818696443914332,0.012137147220148747
concat_pca113,"MLP (128, 256) lr=0.01 do=0.5 act=GELU",0.9818696443914332,0.012137147220148747
concat_pca113,SVM C=0.01  kernel=linear,0.9818667176935094,0.012134220522224903
concat_pca113,"MLP (256, 128) lr=0.01 do=0.5 act=ReLU",0.9818667176935094,0.012134220522224903
concat_pca166,"MLP (512, 128) lr=0.0001 do=0.0 act=ReLU",0.9818667176935094,0.012134220522224903
concat_pca166,"MLP (512, 128) lr=0.0001 do=0.5 act=ReLU",0.9818667176935094,0.012134220522224903
concat_pca113,"MLP (128, 512) lr=0.01 do=0.5 act=GELU",0.9818667176935094,0.012134220522224903
concat_pca113,"MLP (256, 512) lr=0.0001 do=0.0 act=ReLU",0.9818667176935094,0.012134220522224903
concat_pca166,LogReg C=0.1,0.9818667176935094,0.012134220522224903
concat_pca113,"MLP (512, 256) lr=0.0001 do=0.5 act=ReLU",0.9818667176935094,0.012134220522224903
concat_pca113,"MLP (256, 512) lr=0.0001 do=0.5 act=GELU",0.9818667176935094,0.012134220522224903
concat_pca166,"MLP (256, 512) lr=0.0001 do=0.0 act=ReLU",0.9818667176935094,0.012134220522224903
concat_pca113,"MLP (256, 512) lr=0.0001 do=0.5 act=ReLU",0.9818667176935094,0.012134220522224903
concat_pca166,"MLP (256, 256) lr=0.01 do=0.5 act=ReLU",0.9818667176935094,0.012134220522224903
concat_pca113,SVM C=100  kernel=linear,0.9818667176935094,0.012134220522224903
concat_pca37,"MLP (512, 128) lr=0.0001 do=0.0 act=GELU",0.9818667176935094,0.012134220522224903
concat_pca113,LogReg C=10,0.9818667176935094,0.012134220522224903
concat_pca113,LogReg C=1,0.9818667176935094,0.012134220522224903
concat_pca113,SVM C=10  kernel=linear,0.9818667176935094,0.012134220522224903
concat_pca113,LogReg C=0.1,0.9818667176935094,0.012134220522224903
concat_pca113,"MLP (128,) lr=0.01 do=0.5 act=ReLU",0.9818667176935094,0.012134220522224903
concat_pca113,"MLP (512, 128) lr=0.0001 do=0.0 act=GELU",0.9818667176935094,0.012134220522224903
concat_pca113,"MLP (512, 256) lr=0.0001 do=0.0 act=ReLU",0.9818667176935094,0.012134220522224903
concat_pca37,"MLP (128, 128) lr=0.01 do=0.5 act=ReLU",0.9818667176935094,0.012134220522224903
concat_pca113,SVM C=1  kernel=linear,0.9818667176935094,0.012134220522224903
concat_pca166,"MLP (512, 128) lr=0.0001 do=0.0 act=GELU",0.9818667176935094,0.012134220522224903
concat_pca37,SVM C=0.1  kernel=linear,0.9818667176935094,0.012134220522224903
concat_pca113,"MLP (512, 128) lr=0.01 do=0.5 act=ReLU",0.9818667176935094,0.012134220522224903
concat_pca113,"MLP (512, 256) lr=0.0001 do=0.0 act=GELU",0.9818667176935094,0.012134220522224903
concat_pca166,LogReg C=1,0.9818667176935094,0.012134220522224903
concat_pca113,"MLP (512, 256) lr=0.0001 do=0.5 act=GELU",0.9818667176935094,0.012134220522224903
concat_pca37,"MLP (128, 512) lr=0.0001 do=0.0 act=GELU",0.9818667176935094,0.012134220522224903
concat_pca166,LogReg C=10,0.9818667176935094,0.012134220522224903
backbone_convnextv2,"MLP (1024, 1024) lr=0.0001 do=0.5 act=ReLU",0.981806931981825,0.018193068018174996
backbone_convnextv2,"MLP (2048,) lr=0.0001 do=0.0 act=GELU",0.981806931981825,0.018193068018174996
concat_raw,"MLP (2048, 2048) lr=0.0001 do=0.5 act=GELU",0.981806931981825,0.018193068018174996
backbone_convnextv2,"MLP (1024,) lr=0.01 do=0.5 act=ReLU",0.981806931981825,0.018193068018174996
concat_pca37,"MLP (128, 256) lr=0.01 do=0.5 act=GELU",0.9817740417837624,0.012237934264141825
concat_pca37,"MLP (128, 256) lr=0.01 do=0.0 act=ReLU",0.9817695263599904,0.006171849533192775
